Player Name,Batting Type,Hand,Pitching Type,Hand Bonus,Season,bruh,,,,
Duke McCracken,BP,Right,,,4,,,,,
Takahiro Hirasawa,BC,Left,,,4,,,,,
Arthur Dent,1B,Right,,,4,,,,,
Nikolas Romero,BN,Right,,,4,,,,,
Joe Trundle,BP,Right,,,4,,,,,
P'quilla Porgsby,XB,Right,,,4,,,,,
Dixie Wrecked,BP,Left,,,4,,,,,
Spike McBride,BN,Right,,,4,,,,,
Haywood Jablome,BP,Right,,,4,,,,,
Mason Miller,1B,Right,1B,S,4,,,,,
Viking Fishbird,1B,Right,NH,S,4,,,,,
Daoud Mata,MH,Right,TT,H,4,,,,,
Ed Turner,BC,Right,BB,S,4,,,,,
Crimson Chin,XB,Right,,,4,,,,,
Bradle Beamen,XB,Right,,,4,,,,,
Chaz Gorbachuck,S,Right,,,4,,,,,
Makesiondon Kelkboom,1B,Right,,,4,,,,,
Babatunde Oladotun,BP,Right,,,4,,,,,
Gimpy Schlempteen 32,1B,Right,,,4,,,,,
Lawrence Wiseman,BP,Right,BB,B,4,,,,,
Cole Martinez,S,Right,,,4,,,,,
Karl Jernigan,1B,Left,,,4,,,,,
Julio Escobar,MH,Right,,,4,,,,,
Fuzzy Dunlop,1B,Left,,,4,,,,,
Spitz McGregor III,HK,Right,,,4,,,,,
Chunky Dongmeister,MH,Left,,,4,,,,,
Bubba McCali,XB,Left,,,4,,,,,
Filib Al'anhar Jr.,1B,Right,BS,S,4,,,,,
Etsuko Rune,XB,Left,EG,S,4,,,,,
Chuck Tingle,BP,Left,NH,B,4,,,,,
Stan Mann,1B,Right,,,4,,,,,
Stephen Bear,XB,Right,,,4,,,,,
Goldie Jones,WC,Right,,,4,,,,,
Connor Morgan,BC,Right,,,4,,,,,
Supreme Asslord,1B,Left,,,4,,,,,
Niklas Sheely,BC,Right,,,4,,,,,
Buzz Schwinghammer,BP,Right,,,4,,,,,
Cockus Mclong,S,Right,,,4,,,,,
Jeffrey Nolan,BP,Right,,,4,,,,,
Grimm Carp,BP,Right,,,4,,,,,
Tre Nichols,1B,Left,,,4,,,,,
Darth Vader,1B,Right,FP,S,4,,,,,
Andrew Peters,BN,Left,BS,H,4,,,,,
Junior Longuys,1B,Left,FP,H,4,,,,,
Eric Cowan,BN,Right,,,4,,,,,
Picov Andropov,BC,Right,,,4,,,,,
Kegs Mabry,HK,Left,,,4,,,,,
Heinrich Frosch,SF,Left,EN,S,4,,,,,
Revan Skywalker,1B,Right,TD,S,4,,,,,
Rage Cagemeister,BC,Right,,,4,,,,,
Luke Admadik,1B,Left,,,4,,,,,
Mongster Mash,1B,Right,NT,H,4,,,,,
Cue Anon,1B,Right,,,4,,,,,
Tucker Doubt,BN,Left,,,4,,,,,
Alexander Hamilton,1B,Left,BS,H,4,,,,,
Kentho Birne,1B,Left,,,4,,,,,
Lightning Balls,BC,Right,,,4,,,,,
Cal Lidous,SM,Right,NH,H,4,,,,,
Wade Wilson,BN,Right,BF,B,4,,,,,
Pivot Geller,BC,Right,WC,B,4,,,,,
Ferdinand C. Bull,WC,Left,WC,S,4,,,,,
JZ,MH,Right,BF,B,4,,,,,
Barry McKockiner,BN,Left,BS,H,4,,,,,
Richard Cheese Jr.,MH,Right,,,4,,,,,
LaCarpetron Dukemarriot,EN,Right,,,4,,,,,
Dakota Carolina Montana,EN,Left,,,4,,,,,
Daniel Dove,BP,Right,BB,H,4,,,,,
Paddy O'Connor,BC,Left,TT,H,4,,,,,
Napoleon Shortsleeve,XB,Left,BB,H,4,,,,,
Goose Bonk,S,Right,,,4,,,,,
Renoe McRenoeface,MH,Left,BS,H,4,,,,,
Fly Spaceman,BN,Left,,,4,,,,,
Thelonius Junk,1B,Left,,,4,,,,,
Chicken Joe of Sheboygan,BC,Right,,,4,,,,,
Keyo,BN,Right,NH,S,4,,,,,
Boof Jones,1B,Left,EG,B,4,,,,,
Richard Northstar,BP,Left,TT,S,4,,,,,
Francis Swagger,MH,Left,BS,H,4,,,,,
Gob Bibson,XB,Left,NT,S,4,,,,,
Assassin Xekutioner,XB,Left,TD,S,4,,,,,
Caleb Aiken,WC,Right,,,4,,,,,
Clarinet Clarinet,BC,Left,,,4,,,,,
Drew Savage,BC,Right,,,4,,,,,
Cam'ron West,1B,Right,,,4,,,,,
Wheeler Walker Jr.,XB,Right,EG,S,4,,,,,
Red Fox,BC,Right,,,4,,,,,
Sam Smith,BP,Right,,,4,,,,,
Runner Buehler,EN,Right,,,4,,,,,
Dixie Normos,S,Right,,,4,,,,,
Mike Fruitstand,BC,Right,,,4,,,,,
Michael Scarn,1B,Left,BB,H,4,,,,,
Amper Sand,BP,Right,,,4,,,,,
Dylan Green,1B,Right,FP,S,4,,,,,
Atlas Quin,MH,Left,TT,H,4,,,,,
Matt Himynamis,EN,Right,TD,S,4,,,,,
Yolo Hernandez,WC,Right,TT,H,4,,,,,
Garitek,EN,Right,,,4,,,,,
Moose McCracken,BC,Right,,,4,,,,,
Emer Bock,BN,Left,,,4,,,,,
Buckeye Logan II,BC,Right,,,4,,,,,
Abraham Lincoln,WC,Left,EG,S,4,,,,,
Lance Lummox,BN,Right,,,4,,,,,
Magnus Dongfest,XB,Right,,,4,,,,,
Junior Biggins,1B,Left,,,4,,,,,
Walter Yeller Weller,BN,Left,,,4,,,,,
Cole Schmole,BC,Right,,,4,,,,,
Sunshine Pardue,S,Left,,,4,,,,,
Jimmy Johns,BC,Left,,,4,,,,,
Jackie Jill,BC,Right,,,4,,,,,
Charlie Bae Jr.,BC,Left,WC,B,4,,,,,
Angel Leon,BN,Right,BS,B,4,,,,,
Hudson Hildebrandt,SM,Left,TT,H,4,,,,,
Joel Embiid,S,Left,EG,S,4,,,,,
Oliver Yu,TT,Right,TD,B,4,,,,,
Basebally McBaseballface,WC,Left,WC,H,4,,,,,
Mitch Kramer,SM,Right,NH,H,4,,,,,
KC Bats,BN,Right,WC,H,4,,,,,
Conor Sexton,XB,Left,BS,B,4,,,,,
Miguel Snow,MH,Right,,,4,,,,,
Jocko Jones,BN,Right,,,4,,,,,
Jeff Dingerhitter,XB,Right,BB,B,4,,,,,
Billy McBeans,BP,Right,,,4,,,,,
Johnny Coppolella,BC,Right,,,4,,,,,
Phil Coulson,1B,Left,,,4,,,,,
Joe Pidgeon,WC,Right,,,4,,,,,
Chody McCarty,EN,Left,,,4,,,,,
Jackson Takegi,1B,Right,FP,S,4,,,,,
Jimjon Jonjim,WC,Left,FP,S,4,,,,,
Rub A. Chikin,S,Left,BS,H,4,,,,,
Jeff Steelflex,1B,Left,TT,H,4,,,,,
WILL THE THRILL,BN,Right,BS,B,4,,,,,
Dottie Hooligan,MH,Left,,,4,,,,,
Antonin Periwinkle,XB,Left,,,4,,,,,
Cal Otter,1B,Left,,,4,,,,,
Max Wasson,EN,Right,,,4,,,,,
Red Arrow,BC,Right,BS,H,4,,,,,
Lucifer Putts,SM,Left,,,4,,,,,
Jeter O'Cola,BC,Right,,,4,,,,,
Grand Salami,BP,Right,,,4,,,,,
Rich Poorman,1B,Right,,,4,,,,,
Jrue Pierce,XB,Right,,,4,,,,,
A.Z. Chapman,TT,Right,,,4,,,,,
Sandy Zipp,EN,Left,,,4,,,,,
Shygen Tinybeard,S,Right,,,4,,,,,
Limon Cristo,1B,Right,TD,H,4,,,,,
Nori Aru,1B,Right,FP,H,4,,,,,
Pablo Sanchez III,SM,Right,NH,S,4,,,,,
Tanner Hendrix,BN,Left,BS,H,4,,,,,
Pesky Burrito,1B,Right,FP,H,4,,,,,
Tyrone Jennings,WC,Left,EG,S,4,,,,,
Pete Wheeler,XB,Right,,,4,,,,,
Reuben Sand-Witch,BP,Left,,,4,,,,,
Layzer Gunn,XB,Right,EG,S,4,,,,,
Oliver Skipp,BC,Right,,,4,,,,,
Zum Saparilla,1B,Left,,,4,,,,,
Charles Martel,S,Right,,,4,,,,,
Ichabod Crane Weiner III,XB,Right,,,4,,,,,
Ray Dingerz,1B,Right,,,4,,,,,
Daxton Riley,XB,Right,,,4,,,,,
Ben Bramly,XB,Right,EN,B,4,,,,,
Johnny Dickshot,WC,Right,FP,S,4,,,,,
J.E. Wilkins,SF,Right,WC,B,4,,,,,
Ryan Tyburn,1B,Right,NH,H,4,,,,,
Jack Yakker,WC,Right,NH,B,4,,,,,
Patrick Doyle,BP,Right,,,4,,,,,
Star Burns,BP,Right,EG,B,4,,,,,
Max Hammersmith,MH,Right,,,4,,,,,
dick richards,BC,Right,BS,B,4,,,,,
Wallace Grommet,BC,Right,WC,S,4,,,,,
Ian Sutphin,BC,Right,,,4,,,,,
Sablo Panchez,BC,Right,,,4,,,,,
Orlando Champagne,BP,Right,BS,H,4,,,,,
Deej Gambino,WC,Right,,,4,,,,,
Kevin Harrison,S,Left,,,4,,,,,
Kris Kringle,1B,Right,,,4,,,,,
Dwayne Stevenson,XB,Right,,,4,,,,,
Josh Gordon,S,Left,,,4,,,,,
Jerry Jingles,BP,Right,,,4,,,,,
Cannibal Johnson,BP,Right,EG,H,4,,,,,
Joey McCarty,XB,Right,BS,B,4,,,,,
Jasmine Skyla,1B,Right,BS,S,4,,,,,
Jameson Poe,BP,Right,NT,H,4,,,,,
Maxelia Gray,MH,Right,BS,S,4,,,,,
Haydn Werfer,MH,Left,NH,H,4,,,,,
Bartholomew J. Bottomtext,SM,Left,BF,H,4,,,,,
Stella Adams,BP,Right,,,4,,,,,
Rhys Wilson,EN,Left,,,4,,,,,
Jumbo Dick,BP,Left,,,4,,,,,
S-E V-E Newman-Costanza,EN,Left,,,4,,,,,
Iris Solstice,BP,Right,BS,H,4,,,,,
Catfish O'Acid,BC,Right,BF,H,4,,,,,
LisaLisa LisaLisa,BC,Right,,,4,,,,,
Alaric Davis,SM,Left,TD,H,4,,,,,
Donked McToad,MH,Right,,,4,,,,,
Blose Blerblanblez,BC,Right,,,4,,,,,
Emerson Austin,BP,Right,BF,H,4,,,,,
Dirk Thrustmore,XB,Right,,,4,,,,,
Ziggy Cedar,S,Left,,,4,,,,,
Bob Robb,S,Left,,,4,,,,,
Shirley Sir,EN,Right,,,4,,,,,
Isaac Snowbender,MH,Left,FP,H,4,,,,,
Filet-Mignon Jackson,SM,Left,NH,H,4,,,,,
River Ride,SM,Right,NH,S,4,,,,,
Oral Nanny,MH,Right,BS,H,4,,,,,
Kevin Arianna,MH,Left,TD,S,4,,,,,
Jack Jackie Jackson,MH,Right,,,4,,,,,
Homer Nocker,1B,Right,EG,S,4,,,,,
Ping Pong,MH,Left,,,4,,,,,
Tony McGooch,S,Right,,,4,,,,,
Arthur Vandelay,1B,Right,NT,H,4,,,,,
D'Lo Brown,WC,Left,,,4,,,,,
Joey Wheeler,BP,Right,BS,B,4,,,,,
Heechul Kim,BN,Right,,,4,,,,,
Gonzo Alonzo,BP,Right,,,4,,,,,
Eadwyn Mustafa,BP,Right,,,4,,,,,
Roy Hobbs,1B,Right,,,4,,,,,
Thomas Chiggins,BP,Right,BS,B,4,,,,,
TJ McConnell,MH,Right,,,4,,,,,
Richard Donkus IV,BP,Left,EG,S,4,,,,,
Chipper Dipper,MH,Right,NT,B,4,,,,,
Benjamin Abenduct,1B,Left,WC,H,4,,,,,
Tommy Foxconn,SM,Right,NH,S,4,,,,,
Johnny Hendrix,SM,Right,BS,B,4,,,,,
Hans Ali,1B,Right,NH,S,4,,,,,
Alex Moran,1B,Right,,,4,,,,,
S. Jay Cutler,BP,Right,,,4,,,,,
Gil Metz,XB,Left,,,4,,,,,
Eli Sasak,BN,Right,,,4,,,,,
Ross Fire,1B,Right,,,4,,,,,
Alex Peters,S,Right,,,4,,,,,
Gianni,BC,Right,,,4,,,,,
Mike Hawk,BN,Right,,,4,,,,,
J.J. Guemes,1B,Right,TT,H,4,,,,,
Tommy Testudo,WC,Right,,,4,,,,,
Justin Dingers,XB,Right,,,4,,,,,
Ashton Westenburg,BC,Right,,,4,,,,,
Homer Pimpson,WC,Left,,,4,,,,,
Artanis Jones,SM,Left,BS,H,4,,,,,
Fish Fingers,BC,Right,NH,S,4,,,,,
Rotticus Scott,XB,Right,BF,B,4,,,,,
Demetrios Ooga,BC,Left,EG,S,4,,,,,
Henry Crowell,EN,Right,EN,S,4,,,,,
Dallas Houston,BP,Right,,,4,,,,,
Matt Conzo,WC,Right,WC,B,4,,,,,
Mattress Cadaire,BC,Right,BS,S,4,,,,,
Lane Drew,BC,Left,NH,S,4,,,,,
Dirtbag Darrell,BN,Left,EG,S,4,,,,,
Andrew Supernova,TT,Left,,,4,,,,,
Javier Tootblan,XB,Right,,,4,,,,,
Joe Watson,WC,Right,TD,S,4,,,,,
Bench Warmer,XB,Right,BS,H,4,,,,,
Rickey Tucker,XB,Right,TD,S,4,,,,,
Q Kimbrel,BN,Right,NH,S,4,,,,,
Artie Ziff,S,Right,TT,S,4,,,,,
Geno Scaramucci,EN,Left,NT,B,4,,,,,
Bobo Bones,WC,Left,WC,S,4,,,,,
Bo-Horse Jackman,BN,Right,,,4,,,,,
Coco Watanabe,1B,Right,,,4,,,,,
Randy Poovey,1B,Left,,,4,,,,,
Aych Imtiyaz,BC,Right,,,4,,,,,
Anthony Stark,XB,Right,,,4,,,,,
Caleb Craven,BC,Right,,,4,,,,,
Federal Credit Union Boi,1B,Right,,,4,,,,,
Ted James III,1B,Right,,,4,,,,,
Chad Berry,WC,Right,,,4,,,,,
Tony Ragebringer,1B,Right,,,4,,,,,
Lee Allen Ripley,XB,Right,,,4,,,,,
Clifton Outlaw,BN,Left,,,4,,,,,
Scotty Smalls,BC,Right,,,4,,,,,
Francis James Wellington IV,XB,Right,TT,H,4,,,,,
Randy Pole,SF,Right,TT,S,4,,,,,
Joe Nastasi,WC,Right,,,4,,,,,
Kyle Bellinger,EN,Left,,,4,,,,,
Jake Wexler,HK,Left,,,4,,,,,
Chris P. Bacon,BC,Right,FP,S,4,,,,,
Austin Schwartz,1B,Left,,,4,,,,,
Girth Brooks,BN,Right,,,4,,,,,
Dr. Tuna Altuna,S,Right,FP,S,4,,,,,
Kyle Corbett,BP,Right,BS,B,4,,,,,
Whit Merto,BC,Right,,,4,,,,,
Peter Peckershine,BC,Right,1B,,4,,,,,
Lloyd Gross,XB,Left,BS,H,4,,,,,
Syd Kidd,BN,Left,EG,B,4,,,,,
Zander Ackley,S,Right,TT,H,4,,,,,
Hayden McCloud,XB,Left,WC,S,4,,,,,
Brett Breadard,1B,Left,TD,H,4,,,,,
Jobert Maclin,SM,Right,BS,B,4,,,,,
Carlos Brownson,WC,Left,WC,H,4,,,,,
Garren Smudge,BP,Left,TT,H,4,,,,,
Tyler Gordon,S,Left,EG,B,4,,,,,
Teo Jones,S,Right,BS,B,4,,,,,
Donnie Draper,S,Right,,,4,,,,,
Mako Bierman,BP,Left,,,4,,,,,
Robin Reynolds,TT,Right,,,4,,,,,
Mutton Happleburth,BP,Left,,,4,,,,,
Fernando Cruz,BP,Right,,,4,,,,,
Rob Patterson,EN,Left,,,4,,,,,
Slapshot Brady,XB,Right,,,4,,,,,
Tommy Oldman,S,Right,,,4,,,,,
Harry Paratesstykals,S,Right,,,4,,,,,
Ethan Franklin,1B,Right,,,4,,,,,
Harry Peritestes,1B,Right,EG,H,4,,,,,
Derek Bongiovanni,1B,Right,FP,B,4,,,,,
Thomas Beowulf Jr.,SM,Left,BS,B,4,,,,,
Willoughby Hoose,BC,Left,TT,H,4,,,,,
Sam Wood,BC,Left,BS,S,4,,,,,
Rocco Rudnikov,HK,Right,,,4,,,,,
IBO Bust,1B,Right,,,4,,,,,
Ola Gjeilo,1B,Right,,,4,,,,,
Luap Renraw,1B,Right,,,4,,,,,
Fuzzy Spit,XB,Right,,,4,,,,,
Ayden Davis,EN,Right,BS,S,4,,,,,
Chaz McDunnough,S,Right,,,4,,,,,
Riles McGiles,EN,Right,,,4,,,,,
JR Smoove,BN,Right,,,4,,,,,
Triston Uzumaki,BP,Right,BS,H,4,,,,,
Iama Human,MH,Right,,,4,,,,,
Rex Kidobi,BC,Left,,,4,,,,,
Dick Woolridge,BP,Right,BS,B,4,,,,,
Mackin Tosh,SM,Right,NT,S,4,,,,,
Pete Goldinger,BC,Right,NH,B,4,,,,,
Xerxes Dalin,BC,Right,BF,H,4,,,,,
Thomas Nova,BP,Left,FP,H,4,,,,,
Zombo Domino,1B,Right,,,4,,,,,
Buck Armstrong,BP,Right,,,4,,,,,
Tyler Phoenix,SM,Right,,,4,,,,,
Merodach Baladan,1B,Right,,,4,,,,,
Foxx Dashington,XB,Right,,,4,,,,,
Francois Onime,WC,Right,TD,H,4,,,,,
Mason Spurs,BC,Left,,,4,,,,,
John Johnson Jr.,S,Right,BF,H,4,,,,,
Casey Nine,BC,Left,,,4,,,,,
Morris Deratt,BN,Left,,,4,,,,,
Mike Oxlittle,BN,Right,,,4,,,,,
Sevag Vapor,BC,Right,,,4,,,,,
Edward Freeman,BC,Left,,,4,,,,,
Otis Nixon Sr.,MH,Left,,,4,,,,,
Valeria Lisova,XB,Left,NH,S,4,,,,,
Alyx Sabor,TT,Right,TT,H,4,,,,,
Teddy Blisblinne,BN,Left,NH,S,4,,,,,
Charles Magnus,BP,Right,BS,S,4,,,,,
Scrub Magooch,WC,Left,FP,H,4,,,,,
Indy Sayne,BC,Right,,,4,,,,,
Blackbean Burrito,1B,Right,EG,H,4,,,,,
Jacky Wacky,EN,Right,EN,S,4,,,,,
Maddy Berg,1B,Right,,,4,,,,,
Hunter Tuzero,XB,Right,,,4,,,,,
Slacker JonnyHustle,BP,Right,FP,H,4,,,,,
Trevor Mouseman,BC,Right,,,4,,,,,
Jimmy Doolittle,XB,Right,,,4,,,,,
Ethyn Williams,TT,Left,,,4,,,,,
KayLee Stewart,BP,Right,,,4,,,,,
Skye McDowell,EN,Right,NH,S,4,,,,,
Becky McBadbat,WC,Left,,,4,,,,,
Roland Kholin,1B,Left,NH,B,4,,,,,
Jack Meloy,BP,Right,,,4,,,,,
Cam Singleton,1B,Left,EG,S,4,,,,,
Jack Alpha,BN,Right,BB,B,4,,,,,
Garrett Evans,BC,Right,BS,B,4,,,,,
Hank Murphy,1B,Right,FP,S,4,,,,,
Donkey Kong,BC,Left,BS,B,4,,,,,
Buttfart McPoopus,BP,Right,WC,S,4,,,,,
Ronald Eagle Jr.,1B,Right,,,4,,,,,
Buttington Plugsworth,BC,Right,,,4,,,,,
Steel Pipe Simpson,BP,Left,,,4,,,,,
Todd Bonzalez II,BN,Left,,,4,,,,,
Dick McScrotington,BC,Left,,,4,,,,,
Juan Diego De Las Rosas,1B,Right,,,4,,,,,
Les Dee-Ache,WC,Right,,,4,,,,,
Henrik Omega,BP,Left,FP,S,4,,,,,
Joe King,BP,Left,,,4,,,,,
Jesse Kilgannon,BC,Right,,,4,,,,,
Jon Jay's Booty,1B,Left,,,4,,,,,
Gottlieb Giannopolous,EN,Right,,,4,,,,,
Edward Duncan,TT,Right,,,4,,,,,
Tara Dactyl,BP,Right,TD,H,4,,,,,
Pickle Rick Vaughan,MH,Right,NT,H,4,,,,,
Tyler Palmatier,SM,Right,NT,H,4,,,,,
Lawless Gomez,WC,Right,NH,H,4,,,,,
Andrew Reed,1B,Right,BF,H,4,,,,,
Biff Studd,TT,Right,,,4,,,,,
Joshua Jones,BP,Left,EG,H,4,,,,,
Nate Kondylis,XB,Right,,,4,,,,,
Hingle McCringleberry,EN,Left,,,4,,,,,
Oswald Thatendswald,TT,Left,,,4,,,,,
Randy Townsend,MH,Right,,,4,,,,,
Baron Harold Willingsby,HK,Right,,,4,,,,,
Johnny Johnson,XB,Right,,,4,,,,,
Bingo Hammersmith,WC,Left,,,4,,,,,
Speedo Meter,S,Right,TD,B,4,,,,,
Dudenstein Candyman,XB,Right,,,4,,,,,
Hefe Rojo,1B,Right,,,4,,,,,
Michael Hunt,BP,Right,,,4,,,,,
Matt Taylor,BC,Right,,,4,,,,,
Jericho Caulfield,WC,Right,FP,H,4,,,,,
Whitt Bass,1B,Right,NT,S,4,,,,,
Big Nutty,WC,Right,WC,B,4,,,,,
Richard Saks,SM,Right,BS,H,4,,,,,
Thaddeus Gomorrah,BC,Right,,,4,,,,,
C.J. Yantzi,SF,Right,,,4,,,,,
Monty Johnson,WC,Left,,,4,,,,,
Willow Briansdottir,WC,Right,,,4,,,,,
Bluebird Abernathy,BC,Left,,,4,,,,,
Dwendle Van Hammersmith,1B,Right,,,4,,,,,
Derek Tombides,EN,Right,,,4,,,,,
Jackson Sanchez,XB,Right,,,4,,,,,
Vigolashi Dongeroso,S,Left,,,4,,,,,
Caelan Rooney,EN,Right,,,4,,,,,
LaPrince Frye,BC,Right,,,4,,,,,
Zelk Antilles,1B,Right,NT,H,4,,,,,
Blandon Brade,BP,Right,,,4,,,,,
Taiki Shuttle,WC,Left,,,4,,,,,
Katia Wölfe,EN,Left,EN,B,4,,,,,
Rick McLightning,BN,Right,,,4,,,,,
Michael Ikenberry,SM,Left,BB,B,4,,,,,
Nick Tits,1B,Right,NT,H,4,,,,,
Ducci Verducci,MH,Left,EG,S,4,,,,,
Tonto Kowalski,SM,Left,FP,B,4,,,,,
Sini Alexander,1B,Right,WC,H,4,,,,,
Isaac Saffron,1B,Left,WC,S,4,,,,,
Scottish Tweegy,BC,Right,,,4,,,,,
Leonard Boyfriend,1B,Left,NT,H,4,,,,,
Erin Pickles,WC,Right,,,4,,,,,
Nikki Falke,BC,Left,,,4,,,,,
Good Doggo,BC,Right,EG,S,4,,,,,
Nikola Tefla,1B,Left,FP,S,4,,,,,
Luther Strangelove III,1B,Right,,,4,,,,,
Broc Li,BC,Left,,,4,,,,,
Miroslav,BC,Right,FP,S,4,,,,,
Roger Over,WC,Right,,,4,,,,,
Jordan Peppers,1B,Right,FP,H,4,,,,,
Silver Edgeworth,BP,Right,BF,B,4,,,,,
Spike Suzuki,BP,Left,NT,B,4,,,,,
Frank Rivers,SM,Right,BF,S,4,,,,,
Thatisno Pinettar,SM,Left,WC,S,4,,,,,
Nate Lewis,BC,Right,,,4,,,,,
Yeety Pete,TT,Right,,,4,,,,,
Tendaji Okoye,EN,Left,,,4,,,,,
Rusty Shackleford,HK,Left,,,4,,,,,
Kenneth Moore,BN,Left,,,4,,,,,
Ben Beezle,WC,Right,,,4,,,,,
Eric Leeder,SF,Right,BS,B,4,,,,,
Dominus Nominus,SM,Right,BS,B,4,,,,,
Brian Zucchini,BC,Left,,,4,,,,,
Delta Airlines,1B,Left,,,4,,,,,
Dixon Uraz,S,Left,,,4,,,,,
Charpasm Chim,XB,Left,SF,H,4,,,,,
Larry Longshot,BP,Right,FP,S,4,,,,,
Chip Otle,MH,Left,BS,H,4,,,,,
Lefty Louis,SF,Left,FP,S,4,,,,,
Charlie Yeager,EN,Left,BS,H,4,,,,,
Jordan Lamas,BC,Right,NH,H,4,,,,,
dad,TT,Right,EG,H,4,,,,,
Deku Matsui,BP,Right,,,4,,,,,
Legend 27,1B,Right,,,4,,,,,
Doob Tuber,XB,Left,TT,H,4,,,,,
Juniped Catfish,BP,Right,TT,H,4,,,,,
J.J. Romero,BN,Right,,,4,,,,,
Emmett Michael,1B,Left,BS,H,4,,,,,
Nico Bico,TT,Left,TD,S,4,,,,,
Poop McGee,XB,Left,BS,H,4,,,,,
Mike Hampton,TT,Right,,,4,,,,,
Jack Marnette,1B,Right,,,4,,,,,
Trent Nat,BP,Right,NT,S,4,,,,,
Nelson Van Halen,XB,Right,,,4,,,,,
Thomas Beowulf,WC,Left,BF,S,4,,,,,
Einhorn,SF,Right,TT,H,4,,,,,
Petetholomew Jones,WC,Left,EG,B,4,,,,,
Chris Orosz,WC,Right,EG,B,4,,,,,
B.a. Dickey,S,Left,NH,S,4,,,,,
Xavier Quinn Jr.,BP,Right,,,4,,,,,
Dick Pole,MH,Right,,,4,,,,,
Esmerelda Skysurfer,HK,Right,,,4,,,,,
Lincoln Lincoln,WC,Right,,,4,,,,,
Sammy Tee,S,Right,NT,H,4,,,,,
Nick Papagiorgio,EN,Right,,,4,,,,,
Johnnie Twofingers,XB,Right,TT,H,4,,,,,
Y.E. Wally,TT,Right,WC,H,4,,,,,
Callie Braden,MH,Left,BS,H,4,,,,,
Geoff Swrd,SM,Right,BF,H,4,,,,,
Jaeger Ward,SF,Right,TT,B,4,,,,,
Duke Silver,WC,Right,,,4,,,,,
Jay Money,HK,Right,,,4,,,,,
Carlos Keller,1B,Right,,,4,,,,,
Festus Ezeli,1B,Right,,,4,,,,,
Reimer Gonzalez,WC,Right,BS,H,4,,,,,
Stubby Footman,BN,Right,,,4,,,,,
Viktor Patterson,XB,Right,,,4,,,,,
Jayson Kincaid,BP,Right,,,4,,,,,
Rusty Nails,XB,Left,EG,S,4,,,,,
Dooper McPooperscooper,1B,Left,,,4,,,,,
Tyler Pylon,1B,Left,,,4,,,,,
Rapid Eagle,MH,Right,TD,H,4,,,,,
JP Panik,BC,Left,,,4,,,,,
Moe Lester,BC,Left,BF,B,4,,,,,
Dane Konrad,BC,Left,BS,B,4,,,,,
Byron Leftwich,SM,Left,BB,B,4,,,,,
Todd Bonzalez,BN,Right,BF,S,4,,,,,
Whorpus Whiff,SM,Right,BS,H,4,,,,,
Jerome Garcia,BC,Right,BS,B,4,,,,,
Crawdaddy,1B,Right,EG,S,4,,,,,
Swing N. Miss,1B,Right,FP,S,4,,,,,
Icna Comit,BN,Right,TD,B,4,,,,,
Cal Tiberius Jr.,BN,Left,BF,B,4,,,,,
Lane Clementine IV,MH,Left,BS,H,4,,,,,
G.H. Morello,BC,Right,BS,H,4,,,,,
Logan Anderson,BC,Right,BF,B,4,,,,,
Levi Pyram,BC,Right,BB,B,4,,,,,
Seik Golden,BC,Right,EG,B,4,,,,,
Carson McSchellenturd,MH,Right,TT,S,4,,,,,
Sylvester Cinnamon,SF,Left,BS,B,4,,,,,
Jordon Canning,MH,Right,FP,S,4,,,,,
Mike Broson,SM,Right,NT,S,4,,,,,
Caleb Miller,EN,Right,BF,H,4,,,,,
Hummingbird Saltalamachhia,S,Right,FP,B,4,,,,,
T.J. Valencia,1B,Left,BS,B,4,,,,,
Buttholo Colon,BN,Left,BS,H,4,,,,,
~~~ BJ,BN,Right,BB,B,4,,,,,
Mike Hunt,BC,Right,EG,H,4,,,,,
Jeremius Popdilius,MH,Right,BS,H,4,,,,,
Amides Gall,WC,Right,BF,B,4,,,,,
Tom West,SM,Right,WC,H,4,,,,,
Justin Martin,BC,Right,BS,H,4,,,,,
Maxwell Planck,WC,Right,EG,B,4,,,,,
Penny Lane,1B,Right,FP,H,4,,,,,
Richard Hard,BC,Left,BS,B,4,,,,,
Nar Wil,1B,Left,TT,H,4,,,,,
Jim Morrison,WC,Right,WC,B,4,,,,,
Warren Andrews,HK,Right,EG,H,4,,,,,
Benjamin Dover,SM,Left,BF,H,4,,,,,
Hunter Scott,MH,Right,TT,H,4,,,,,
Fatih Terim,MH,Left,TT,H,4,,,,,
Basic Balanced,BN,Right,BB,B,4,,,,,
Basic Strikeout,BN,Right,BS,B,4,,,,,
Basic Finesse,BN,Right,BF,B,4,,,,,
No Homers,BN,Right,NH,B,4,,,,,
Flyball Pitcher,BN,Right,FP,B,4,,,,,
Trust Your Defense,BN,Right,TD,B,4,,,,,
Yahtzee Pinocchio,BC,Left,WC,B,4,,,,,
Michael Voorhees,BN,Left,,,4,,,,,
Heavy Raine,BP,Left,,,4,,,,,
Forrest Saathoff,TT,Right,,,4,,,,,
Randy Pinkwood,XB,Right,,,4,,,,,
Miles Morales,BN,Left,,,4,,,,,
Meerkat Timmons,EN,Left,EG,S,4,,,,,
Pike Miazza,BP,Right,,,4,,,,,
Dig Bick,MH,Right,,,4,,,,,
Willie Dustice,TT,Left,,,4,,,,,
Caleb Athen,WC,Left,BS,H,4,,,,,
Buster Hyman,BP,Left,BS,B,4,,,,,
